date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,surplus,expense_ratio,debt_pressure
2023-01-10,1807,4385.93,4170.129999999999,0.37,2618.46,normal,718.0,0.19,608.8,249.26,9,1121.99,31,0,389.61,2473.45,Salary,1307.07,Education,Positive,50.0,High,1939.41,0,215.8000000000011,95.07972083457781,13.880750490773904
2023-02-09,1214,3365.37,4496.780000000001,0.28,2178.54,normal,683.0,0.22,626.78,706.14,7,1014.1,54,0,315.23,2725.96,Mixed,1455.59,Entertainment,Negative,52.2,Low,0.0,0,-1131.4100000000008,133.6191860033221,18.624400883112408
2023-03-11,1128,4797.98,4499.7699999999995,0.3,3441.53,normal,685.0,0.18,615.87,331.69,6,665.9,83,0,783.88,2484.2,Salary,1231.69,Dining Out,Positive,89.1,Low,953.42,0,298.21000000000004,93.78467605117153,12.836026827956767
2023-04-10,1048,3940.12,4480.83,0.29,2963.31,normal,665.0,0.37,376.16,231.16,6,700.32,46,0,347.27,2089.57,Freelance,2043.99,Transportation,Positive,54.4,Medium,934.3,0,-540.71,113.72318609585494,9.546917352770983
2023-05-10,1453,4576.18,2665.24,0.14,3021.33,recession,751.0,0.56,547.0,524.2,2,1394.16,36,0,526.62,1719.7,Freelance,418.92,Transportation,Positive,12.1,High,2111.57,0,1910.9400000000005,58.24159014724071,11.953201141563486
2023-06-09,1386,5111.08,3600.61,0.12,2685.73,inflation,698.0,0.21,260.95,278.3,3,1016.3,45,0,848.56,2091.46,Salary,660.59,Education,Neutral,15.6,Medium,1509.72,0,1510.4699999999998,70.44714620002036,5.105574555671208
2023-07-09,1962,5514.81,4395.570000000001,0.08,3259.67,normal,703.0,0.11,809.86,28.65,3,1074.75,81,0,450.6,2559.54,Freelance,1385.43,Rent,Positive,58.3,Low,2900.77,0,1119.2399999999998,79.70483117278746,14.685184077057958
2023-08-08,1701,3737.87,4695.98,0.31,1513.22,normal,647.0,0.18,345.65,633.55,4,1414.24,74,0,611.22,2706.64,Salary,1378.12,Insurance,Positive,25.4,Low,538.01,0,-958.1099999999997,125.63251263420074,9.247245088780508
2023-09-07,1978,2788.49,3237.7200000000003,0.19,2728.76,normal,671.0,0.14,921.83,394.93,5,640.45,64,0,487.03,1893.97,Freelance,856.72,Entertainment,Positive,11.4,Low,660.01,0,-449.2300000000005,116.1101528067162,33.05839361087901
2023-10-07,1410,3145.16,4389.08,0.32,3615.97,normal,608.0,0.52,537.63,821.14,6,593.19,37,0,778.07,2165.56,Salary,1445.45,Entertainment,Negative,99.7,Low,924.71,0,-1243.92,139.55029314883822,17.093883935952384
2023-11-06,1389,3360.3,4100.62,0.12,3016.99,normal,693.0,0.57,565.83,392.04,5,1104.14,50,0,887.86,2093.06,Salary,1119.7,Dining Out,Positive,31.7,Medium,0.0,0,-740.3199999999997,122.03136624706126,16.838675118293008
2019-01-01,1997,2578.18,3503.79,0.07,2979.66,recession,771.0,0.33,487.37,654.57,2,1538.03,32,0,449.34,1991.85,Salary,1062.6,Dining Out,Positive,31.5,High,263.78,0,-925.6100000000001,135.90168258228675,18.903645207084068
2019-01-31,1577,4532.96,4217.63,0.36,2286.6,normal,664.0,0.37,509.45,299.82,9,1262.0,92,0,366.62,2385.74,Salary,1465.27,Utilities,Neutral,19.1,Medium,1770.71,0,315.3299999999999,93.04361829797749,11.238793194733683
2019-03-02,1965,6148.1,3939.46,0.25,2624.66,recession,660.0,0.13,978.84,423.54,1,178.61,45,0,530.47,2209.22,Salary,1199.77,Investments,Negative,1.3,Low,2592.2,0,2208.6400000000003,64.07605601730616,15.921016248922431
2019-04-01,1333,1947.27,3395.18,0.26,2997.07,normal,669.0,0.46,687.79,596.46,8,396.93,25,0,162.89,2171.38,Salary,1060.91,Insurance,Positive,76.4,High,0.0,0,-1447.9099999999999,174.3558931221659,35.32073107478675
2019-05-01,1608,2918.58,3578.23,0.32,2849.76,normal,657.0,0.35,534.33,385.09,5,686.51,59,0,342.52,2141.52,Salary,1094.19,Insurance,Negative,74.7,High,1578.44,0,-659.6500000000001,122.60174468405869,18.307875747795162
2019-05-31,1527,4743.64,4283.0199999999995,0.3,3444.56,normal,759.0,0.59,447.11,95.44,7,210.13,49,0,338.95,2888.98,Salary,1055.09,Insurance,Positive,91.4,Low,1513.46,0,460.6200000000008,90.28973530875022,9.425462303210193
2019-06-30,1461,2598.15,4741.46,0.25,3019.66,normal,666.0,0.48,450.99,752.74,6,435.09,94,0,679.7,2740.24,Salary,1321.52,Utilities,Positive,64.3,Medium,0.0,0,-2143.31,182.49369743856207,17.358120200912186
2019-07-30,1905,3482.5,3561.65,0.33,2970.08,normal,630.0,0.15,704.13,321.0,2,683.01,60,0,116.82,2021.61,Mixed,1423.22,Investments,Neutral,90.1,Medium,1179.67,0,-79.15000000000009,102.27279253409907,20.219095477386933
2019-08-29,1925,4313.75,5760.16,0.33,2414.02,normal,616.0,0.27,459.07,544.2,5,757.58,45,0,1007.33,2905.84,Salary,1846.99,Rent,Positive,43.3,Medium,1699.98,0,-1446.4099999999999,133.53022312373224,10.642016806722689
2019-09-28,1120,2413.74,4036.41,0.36,1868.91,normal,728.0,0.23,775.44,391.76,8,1205.19,60,0,309.67,2016.58,Salary,1710.16,Transportation,Positive,6.3,High,0.0,0,-1622.67,167.22637898033759,32.126078202291886
2019-10-28,1942,3351.95,3554.36,0.16,3223.23,normal,731.0,0.33,615.16,369.66,7,1342.36,57,0,795.63,1842.64,Salary,916.09,Insurance,Positive,51.2,Medium,1145.19,0,-202.4100000000003,106.03857456107639,18.352302391145454
2019-11-27,1061,4724.31,3744.2499999999995,0.06,2612.59,normal,622.0,0.53,477.56,610.37,7,557.75,66,0,457.14,2159.52,Salary,1127.59,Entertainment,Positive,31.0,Low,1104.75,0,980.0600000000009,79.25495998357431,10.108566118650131
2019-12-27,1857,4744.74,3400.95,0.08,2829.23,normal,734.0,0.44,473.71,815.78,8,295.45,64,0,490.81,1374.36,Mixed,1535.78,Transportation,Positive,46.9,High,2007.48,0,1343.79,71.67832167832168,9.983897958581503
2020-01-26,1178,4019.61,3213.33,0.09,2223.5,inflation,662.0,0.44,361.59,39.16,6,1207.1,27,0,373.47,2248.86,Salary,591.0,Dining Out,Neutral,93.2,Low,671.52,0,806.2800000000002,79.941337592453,8.995648831603065
2020-02-25,1563,3366.47,5416.87,0.31,1874.76,normal,738.0,0.48,591.37,201.73,5,841.57,34,0,720.15,2563.36,Salary,2133.36,Education,Neutral,21.4,Medium,0.0,0,-2050.4,160.90652820313267,17.566471704782753
2020-03-26,1788,4236.25,4206.99,0.31,3863.63,recession,661.0,0.3,375.76,115.31,1,588.55,80,0,388.07,2759.05,Mixed,1059.87,Rent,Positive,95.1,Medium,2375.2,0,29.26000000000022,99.30929477722042,8.870109176748302
2020-04-25,1759,3391.04,4224.469999999999,0.37,3028.27,inflation,726.0,0.17,420.55,748.4,2,1696.56,83,0,879.56,1430.28,Salary,1914.63,Healthcare,Neutral,5.9,Low,0.0,0,-833.4299999999994,124.57741577805037,12.401800037746533
2020-05-25,1718,2598.82,3558.79,0.13,2660.26,inflation,671.0,0.11,758.38,0.0,1,447.74,32,0,866.5,1636.85,Freelance,1055.44,Education,Negative,83.2,Low,0.0,0,-959.9699999999998,136.9386875581995,29.181705543285023
2020-06-24,1250,3511.52,3872.4,0.3,2937.08,recession,665.0,0.27,37.48,696.03,2,1044.62,22,0,752.48,2461.02,Freelance,658.9,Healthcare,Positive,31.2,Low,246.65,0,-360.8800000000001,110.27703102929787,1.0673440561352348
2020-07-24,1671,3735.72,3658.8399999999997,0.23,2812.9,recession,674.0,0.4,572.46,298.72,6,951.49,82,0,310.85,1917.47,Salary,1430.52,Insurance,Positive,90.5,Low,393.84,0,76.88000000000011,97.94202991658904,15.32395361536732
2020-08-23,1224,2829.98,3316.77,0.29,3228.37,inflation,695.0,0.41,558.19,254.35,7,808.29,52,0,534.4,1254.88,Salary,1527.49,Rent,Positive,56.4,Medium,0.0,0,-486.78999999999996,117.20118163379247,19.724167661962277
2020-09-22,1947,2249.7,4483.27,0.36,2595.9,recession,644.0,0.45,563.4,393.77,4,1159.91,79,0,740.21,2155.4,Freelance,1587.66,Utilities,Neutral,28.4,Low,0.0,0,-2233.5700000000006,199.28301551317958,25.043339111881586
2020-10-22,1538,5275.13,3482.81,0.31,3945.1,normal,661.0,0.4,743.21,264.15,9,766.96,87,0,284.43,1907.7,Salary,1290.68,Utilities,Positive,9.8,Low,2342.67,0,1792.3200000000002,66.02320701101205,14.0889418838967
2020-11-21,1070,5822.68,2310.29,0.21,3325.13,recession,628.0,0.2,507.93,29.11,1,761.82,54,0,339.71,1000.0,Salary,970.58,Groceries,Positive,93.4,Low,2643.32,0,3512.3900000000003,39.67743375902505,8.723302671622001
2020-12-21,1568,2841.36,3865.4,0.26,2378.99,normal,786.0,0.36,441.54,0.0,1,745.31,43,0,839.27,1766.43,Freelance,1259.7,Healthcare,Neutral,52.7,Low,685.49,0,-1024.04,136.0404876537996,15.539741532224005
2021-01-20,1561,5173.36,2758.24,0.26,2810.5,inflation,720.0,0.46,253.85,347.42,5,912.0,77,0,799.8,1000.0,Salary,958.44,Entertainment,Positive,56.6,High,3271.79,1,2415.12,53.31622001948444,4.906869036757542
2021-02-19,1726,3916.1,4570.28,0.12,3274.45,normal,598.0,0.28,369.36,275.25,1,2192.03,75,0,657.48,3000.99,Salary,911.81,Dining Out,Positive,64.8,High,594.67,0,-654.1799999999998,116.70488496207963,9.431832690687164
2021-03-21,1109,4870.59,3133.9900000000002,0.22,2200.37,inflation,643.0,0.25,371.28,380.98,3,448.36,81,0,254.78,1622.42,Salary,1256.79,Entertainment,Positive,15.9,Low,1408.72,0,1736.6,64.34518200053793,7.622895788805872
2021-04-20,1532,3192.65,4467.18,0.15,3016.3,recession,629.0,0.28,428.2,110.83,4,1500.46,68,0,397.23,2430.85,Salary,1639.1,Education,Neutral,28.1,Medium,656.58,0,-1274.5300000000002,139.9207554852552,13.41205581570169
2021-05-20,1433,4364.93,4989.539999999999,0.32,2835.57,normal,630.0,0.18,524.35,0.0,8,1337.57,47,0,773.77,2679.95,Salary,1535.82,Transportation,Positive,18.9,Low,2296.33,0,-624.6099999999988,114.30973692590713,12.012792874112527
2021-06-19,1469,4424.01,2729.42,0.39,2313.13,normal,734.0,0.41,399.9,448.44,6,1072.04,51,0,688.96,1000.0,Salary,1040.46,Investments,Neutral,42.1,Low,1150.56,0,1694.5900000000001,61.69561099545435,9.039310489804498
2021-07-19,1942,3950.61,3796.7200000000003,0.08,3392.67,inflation,717.0,0.22,656.13,94.21,4,972.52,37,0,348.13,1725.78,Salary,1722.81,Entertainment,Positive,40.4,High,0.0,0,153.88999999999987,96.10465219295249,16.608321246592297
2021-08-18,1191,3552.09,4575.370000000001,0.31,2597.95,normal,674.0,0.16,537.44,352.15,1,1932.91,22,0,536.73,3491.05,Salary,547.59,Dining Out,Neutral,94.8,Low,943.49,0,-1023.2800000000007,128.80782863046826,15.130247262879038
2021-09-17,1975,3780.84,4458.179999999999,0.4,2923.72,normal,639.0,0.25,452.79,577.32,3,244.24,38,0,474.94,2171.6,Mixed,1811.64,Investments,Neutral,14.4,Medium,1345.09,0,-677.3399999999992,117.91506649316024,11.975910115212493
2021-10-17,1611,4348.0,4900.0,0.16,2533.29,normal,714.0,0.39,210.95,335.33,4,976.95,79,0,818.7,2833.09,Salary,1248.21,Insurance,Neutral,13.0,Medium,2047.0,0,-552.0,112.69549218031278,4.851655933762649
2021-11-16,1869,4451.58,4606.389999999999,0.13,3152.31,recession,826.0,0.2,600.37,799.51,3,1704.66,45,0,456.41,2881.27,Salary,1268.71,Healthcare,Positive,45.9,Medium,2021.1,0,-154.8099999999995,103.47764164633679,13.486672147866601
2021-12-16,1247,4514.39,4658.34,0.17,2506.81,normal,589.0,0.36,811.28,83.75,3,957.85,81,0,669.9,2321.88,Salary,1666.56,Groceries,Positive,72.0,Medium,2283.73,0,-143.94999999999982,103.18869215995959,17.970977252740678
2022-01-15,1117,4224.96,3014.7299999999996,0.23,3389.0,recession,590.0,0.39,478.88,113.33,4,632.33,93,0,748.45,1618.49,Salary,647.79,Dining Out,Positive,13.9,Low,1328.78,0,1210.2300000000005,71.35523176550784,11.334545179125955
2022-02-14,1401,3522.96,3534.34,0.05,3072.32,inflation,682.0,0.36,279.02,298.87,8,1881.79,45,0,302.61,1994.3,Salary,1237.43,Investments,Positive,61.9,Low,0.0,0,-11.38000000000011,100.32302382087789,7.920044508027341
2022-03-16,1805,5599.7,2546.51,0.34,2719.29,recession,523.0,0.15,586.9,1049.32,5,0.0,81,0,547.21,1000.0,Mixed,999.3,Dining Out,Positive,82.8,High,2878.35,1,3053.1899999999996,45.4758290622712,10.480918620640391
2022-04-15,1808,4148.47,4967.44,0.36,2487.54,inflation,720.0,0.32,369.29,45.38,8,2083.31,46,0,814.04,2672.96,Salary,1480.44,Dining Out,Negative,91.5,Low,478.78,0,-818.9699999999993,119.74149505721385,8.901836098609849
2022-05-15,1733,5173.72,4064.82,0.37,2631.98,normal,650.0,0.47,695.4,412.01,5,817.05,50,0,604.38,2388.88,Salary,1071.56,Healthcare,Positive,44.7,Low,1603.71,0,1108.9,78.56667929458881,13.441005698027725
2022-06-14,1856,878.47,3994.72,0.12,2918.12,recession,694.0,0.29,766.45,451.01,4,1628.87,25,0,585.98,1678.89,Salary,1729.85,Utilities,Positive,5.7,Low,0.0,0,-3116.25,454.7360752216922,87.24828394822816
2022-07-14,1317,5784.09,3914.07,0.17,3111.91,normal,721.0,0.39,708.76,773.55,1,1764.62,74,0,609.4,2013.63,Salary,1291.04,Healthcare,Neutral,78.2,Low,2353.94,0,1870.02,67.66959020347194,12.253612927876295
2022-08-13,1491,3598.39,3792.9,0.14,2793.03,normal,652.0,0.5,594.12,602.97,3,920.91,44,0,397.14,1625.5,Mixed,1770.26,Dining Out,Positive,50.4,Low,594.97,0,-194.51000000000022,105.40547300320422,16.5107172930116
2022-09-12,1643,3751.22,2554.36,0.14,3562.7,normal,672.0,0.48,210.01,391.71,5,1726.02,25,0,357.57,1613.11,Salary,583.68,Groceries,Negative,78.4,Low,0.0,0,1196.8599999999997,68.09411338177979,5.598445305793849
2022-10-12,1865,4018.19,3256.6099999999997,0.36,3538.24,inflation,723.0,0.44,321.21,559.82,5,811.69,20,0,792.24,2164.37,Freelance,300.0,Entertainment,Positive,39.6,Low,1670.65,0,761.5800000000004,81.04669017642271,7.993897749981957
2022-11-11,1194,4405.6,3323.6800000000003,0.25,3067.48,inflation,667.0,0.31,690.36,291.7,2,1254.99,78,0,604.26,1317.03,Freelance,1402.39,Transportation,Negative,42.6,Low,2318.86,0,1081.92,75.44216451788633,15.67005629199201
2022-12-11,1889,3988.46,3555.35,0.23,3107.88,normal,726.0,0.39,503.97,513.48,2,997.14,38,0,98.36,2494.41,Salary,962.58,Healthcare,Negative,43.7,Low,0.0,0,433.1100000000001,89.14092155869685,12.635704006057477
2023-01-10,1760,2349.1,4005.31,0.24,3023.22,normal,741.0,0.6,547.97,478.93,1,1723.6,88,0,797.64,2166.48,Salary,1041.19,Rent,Neutral,34.4,Medium,0.0,0,-1656.21,170.50402281724917,23.326806010812653
2023-02-09,1845,3384.49,3617.54,0.08,2997.07,normal,611.0,0.19,297.28,279.95,3,625.08,66,1,525.95,1865.02,Salary,1226.57,Transportation,Negative,36.4,Low,260.39,0,-233.05000000000018,106.88582327027116,8.783598119657613
2023-03-11,1300,2772.8,3097.71,0.36,3356.31,normal,640.0,0.47,363.99,420.95,7,1376.08,28,0,423.83,1419.48,Salary,1254.4,Investments,Positive,12.9,Low,0.0,0,-324.90999999999985,111.71775822273513,13.127163877668782
2023-04-10,1942,3791.64,4619.160000000001,0.29,3367.34,normal,665.0,0.12,436.53,255.32,1,727.69,98,0,492.46,2540.57,Mixed,1586.13,Healthcare,Positive,55.9,Medium,743.05,0,-827.5200000000009,121.82485679020164,11.512960091147892
2023-05-10,1639,5591.87,4823.169999999999,0.16,2462.58,inflation,653.0,0.57,790.76,0.0,8,467.08,98,0,403.2,3084.99,Salary,1334.98,Insurance,Positive,42.1,High,3434.9,1,768.7000000000007,86.25325696055165,14.14124434223256
2023-06-09,1722,5463.62,4421.889999999999,0.25,2446.48,normal,739.0,0.46,580.65,220.9,5,1519.15,86,0,842.28,2560.7,Freelance,1018.91,Rent,Neutral,44.1,Low,2647.33,1,1041.7300000000005,80.93333723794845,10.627569267262365
2023-07-09,1351,5500.56,2949.47,0.34,3216.31,normal,678.0,0.17,131.92,0.0,1,479.11,41,0,416.96,1793.33,Salary,739.18,Dining Out,Positive,49.5,Low,2998.62,0,2551.0900000000006,53.621267652748074,2.3983012638713146
2023-08-08,1680,4786.28,5108.7699999999995,0.24,3106.51,normal,689.0,0.13,697.21,728.56,7,1494.09,40,0,786.79,3247.95,Mixed,1074.03,Transportation,Positive,45.6,Low,2207.11,0,-322.4899999999998,106.73780054656226,14.56684523262325
2023-09-07,1432,3035.68,3685.18,0.4,2889.28,inflation,631.0,0.53,610.9,344.4,3,1150.27,50,0,897.23,1452.31,Salary,1335.64,Rent,Positive,79.6,High,188.8,0,-649.5,121.39553576134507,20.1239919886154
2023-10-07,1077,2216.99,5113.4,0.33,3273.4,recession,718.0,0.27,977.65,839.46,3,489.56,50,0,498.4,3829.47,Salary,785.53,Transportation,Negative,42.4,Medium,0.0,0,-2896.41,230.6460561391797,44.09807892683323
2023-11-06,1848,4581.92,3801.3700000000003,0.39,2635.18,normal,680.0,0.51,475.71,81.65,3,2116.1,81,0,300.61,2129.07,Salary,1371.69,Dining Out,Positive,28.7,High,459.93,0,780.5499999999997,82.96456507315712,10.382328805391627
2019-01-01,1254,2335.32,4405.48,0.06,2856.34,inflation,659.0,0.23,813.66,388.09,7,1200.13,31,0,624.75,2607.93,Salary,1172.8,Transportation,Neutral,5.2,Medium,0.0,0,-2070.1599999999994,188.64566740318242,34.841477827449765
2019-01-31,1984,4529.28,4300.74,0.21,3601.6,normal,674.0,0.41,497.97,415.73,8,1029.0,34,0,623.43,2072.06,Salary,1605.25,Entertainment,Negative,35.9,Low,1198.65,0,228.53999999999996,94.95416490038153,10.994462696057653
2019-03-02,1810,3107.16,2924.5899999999997,0.09,2755.0,normal,675.0,0.37,89.65,365.92,7,1137.77,62,0,632.18,1992.41,Salary,300.0,Groceries,Positive,37.9,Low,450.01,0,182.57000000000016,94.1242163261628,2.8852714375828734
2019-04-01,1928,4721.11,3846.7699999999995,0.21,3193.98,normal,688.0,0.11,335.82,256.28,6,1563.67,97,0,632.74,1726.92,Salary,1487.11,Dining Out,Positive,45.8,Medium,1295.8,0,874.3400000000001,81.4802027489298,7.113157710792589
2019-05-01,1229,3908.56,4894.490000000001,0.18,3962.26,recession,807.0,0.18,563.12,546.06,2,1550.13,41,0,689.1,2458.84,Salary,1746.55,Utilities,Neutral,20.2,Low,711.59,0,-985.9300000000007,125.22489100845327,14.407352068280902
2019-05-31,1320,4813.79,5220.1,0.21,3386.62,normal,645.0,0.19,571.44,323.59,5,378.27,38,0,493.48,3700.98,Mixed,1025.64,Transportation,Neutral,49.6,Low,2591.25,0,-406.3100000000004,108.44054269089429,11.870895905305384
2019-06-30,1295,3797.07,4527.42,0.39,2300.44,normal,736.0,0.2,382.19,903.44,1,39.23,80,0,643.59,2155.69,Freelance,1728.14,Dining Out,Positive,95.0,Low,190.19,0,-730.3499999999999,119.23456770615238,10.06539252634268
2019-07-30,1784,4018.31,3155.85,0.12,2757.69,normal,765.0,0.26,414.11,316.5,8,1123.86,98,0,238.58,1612.76,Salary,1304.51,Education,Positive,3.9,Medium,2452.22,0,862.46,78.53674803586583,10.305576224830837
2019-08-29,1283,6187.45,3532.57,0.23,2703.76,inflation,676.0,0.22,733.8,443.23,6,976.4,79,0,457.05,2462.77,Freelance,612.75,Utilities,Neutral,56.2,Low,2669.2,0,2654.8799999999997,57.092501757589964,11.859489773654735
2019-09-28,1567,2602.7,3433.38,0.38,2589.63,normal,654.0,0.19,306.94,289.13,1,1684.59,34,0,236.9,1778.1,Salary,1418.38,Insurance,Neutral,86.1,Medium,0.0,0,-830.6800000000003,131.91608714027743,11.793137895262612
2019-10-28,1634,3970.71,4518.68,0.15,2748.72,recession,676.0,0.44,640.58,273.26,6,1635.22,35,0,852.02,2311.11,Freelance,1355.55,Entertainment,Neutral,29.9,Low,0.0,0,-547.9700000000003,113.80030271664263,16.132631191902707
2019-11-27,1800,4896.1,3467.42,0.24,2018.65,inflation,757.0,0.36,542.81,487.6,2,838.45,70,0,687.49,1928.02,Salary,851.91,Utilities,Positive,65.4,High,1491.74,0,1428.6800000000003,70.82004044035048,11.086579113988684
2019-12-27,1108,2149.49,3125.7799999999997,0.06,3321.08,normal,662.0,0.58,537.2,577.28,5,442.88,93,0,337.93,1883.77,Salary,904.08,Utilities,Negative,84.9,High,0.0,0,-976.29,145.41961116357834,24.991974840543577
2020-01-26,1332,4425.12,4228.129999999999,0.25,3099.92,normal,656.0,0.15,379.77,221.77,3,1568.27,53,0,861.52,2568.6,Salary,798.01,Rent,Positive,7.9,Medium,2049.61,0,196.9900000000007,95.54836930975881,8.58214014535199
2020-02-25,1521,4516.16,3306.62,0.31,1824.49,inflation,685.0,0.23,297.37,155.75,7,1878.64,42,0,440.47,1503.34,Salary,1362.81,Investments,Neutral,33.7,Low,832.79,0,1209.54,73.21751222277332,6.584576277191243
2020-03-26,1749,4960.36,4372.469999999999,0.35,2418.21,recession,654.0,0.57,781.6,436.03,5,1351.29,25,0,289.44,3135.85,Mixed,947.18,Dining Out,Neutral,77.0,Low,1394.87,0,587.8900000000003,88.14823924070026,15.756920868646631
2020-04-25,1244,3579.28,3449.15,0.08,3138.08,normal,578.0,0.55,697.35,582.85,1,1135.29,49,0,461.58,2004.93,Salary,982.64,Rent,Positive,73.5,Low,14.33,0,130.1300000000001,96.36435260722827,19.482968641738
2020-05-25,1852,4195.32,3482.0600000000004,0.06,3192.45,normal,722.0,0.43,789.01,436.08,2,246.74,57,0,504.13,2207.11,Salary,770.82,Education,Negative,92.6,Medium,0.0,0,713.2599999999993,82.99867471372865,18.806908650591613
2020-06-24,1353,3861.33,3102.6,0.36,2977.54,recession,677.0,0.29,434.62,709.77,6,747.03,36,0,846.35,1453.05,Salary,803.2,Investments,Neutral,12.7,Medium,1545.49,0,758.73,80.35055278880593,11.255707230410247
2020-07-24,1370,4628.51,4127.530000000001,0.17,3734.83,inflation,661.0,0.22,447.31,585.0,6,246.27,49,0,910.56,2398.46,Mixed,818.51,Healthcare,Positive,61.5,Low,1921.24,0,500.97999999999956,89.17621437568462,9.664233198156643
2020-08-23,1849,4985.68,3947.39,0.35,2972.64,normal,779.0,0.22,476.72,712.01,3,866.14,60,0,550.23,2524.21,Salary,872.95,Education,Negative,55.3,Medium,1128.17,0,1038.2900000000004,79.1745559281783,9.561784952102823
2020-09-22,1770,4960.6,4530.16,0.3,3305.15,normal,702.0,0.1,648.79,1084.24,9,975.05,25,0,629.38,2203.43,Salary,1697.35,Investments,Neutral,7.7,Low,1594.99,0,430.4400000000005,91.32282385195339,13.078861428053056
2020-10-22,1971,3400.45,4400.82,0.29,3033.65,normal,767.0,0.51,374.47,0.0,2,941.59,39,0,798.83,2362.15,Salary,1239.84,Transportation,Neutral,1.7,Medium,648.87,0,-1000.3699999999999,129.41875340028525,11.01236601038098
2020-11-21,1439,4381.57,4539.95,0.11,3022.66,normal,628.0,0.52,354.83,456.38,5,914.8,39,0,953.03,1807.13,Salary,1779.79,Insurance,Positive,76.0,Low,1279.22,0,-158.3800000000001,103.61468606001958,8.098238759166234
2020-12-21,1045,3925.11,3362.62,0.37,2635.8,normal,612.0,0.1,331.05,243.98,1,1115.71,94,0,529.17,1566.64,Salary,1266.81,Utilities,Negative,99.0,High,891.82,0,562.4900000000002,85.66944620660311,8.434158533136651
2021-01-20,1196,2046.45,4282.1900000000005,0.4,3060.09,normal,663.0,0.28,362.11,730.73,8,315.68,87,0,452.14,2178.34,Salary,1651.71,Transportation,Positive,46.6,High,0.0,0,-2235.7400000000007,209.24967626866038,17.694544210706344
