monthly_income,credit_score,rent_or_mortgage,essential_spending,discretionary_spending,risk_level,risk_band
4573.19,642.0,1979.87,2505.42,389.18,1,Medium Risk
2675.59,679.0,1496.01,1759.86,248.63,1,Medium Risk
2206.67,659.0,748.39,1114.99,89.76,1,Medium Risk
4274.77,607.0,1331.74,2285.4,822.67,1,Medium Risk
3072.97,647.0,318.67,2250.85,524.66,1,Medium Risk
3708.16,644.0,1372.48,1660.45,557.38,1,Medium Risk
4226.82,656.0,1049.13,2126.5,91.09,0,Low Risk
3100.33,681.0,1061.58,1935.92,598.01,1,Medium Risk
4236.99,692.0,802.95,2626.31,441.42,0,Low Risk
2922.2,612.0,941.17,2203.48,649.32,1,Medium Risk
4263.67,660.0,892.52,2295.86,129.6,0,Low Risk
3458.05,636.0,300.0,2930.05,735.6,1,Medium Risk
5396.13,604.0,593.82,2880.23,391.64,0,Low Risk
4949.43,764.0,1263.84,1758.4,119.86,0,Low Risk
4403.65,696.0,1471.68,2528.88,629.58,1,Medium Risk
3335.29,686.0,2096.34,2007.5,522.07,1,Medium Risk
3396.12,651.0,1897.05,1845.56,253.96,1,Medium Risk
4066.63,666.0,1573.09,2540.26,401.36,1,Medium Risk
2558.08,798.0,1459.11,2812.71,315.86,2,High Risk
3762.0,668.0,782.06,3012.81,318.21,1,Medium Risk
3570.21,691.0,1320.75,1484.72,649.85,1,Medium Risk
3419.02,800.0,1614.9,2286.08,606.16,1,Medium Risk
5262.83,810.0,1026.95,2734.46,575.95,0,Low Risk
3854.89,719.0,1086.19,1740.0,753.26,0,Low Risk
4729.02,716.0,300.0,2694.59,420.68,0,Low Risk
3654.53,560.0,1652.22,3528.84,1107.33,1,Medium Risk
4176.06,701.0,2600.26,1775.58,246.48,1,Medium Risk
3102.43,694.0,902.95,2765.77,373.02,1,Medium Risk
4387.46,678.0,1227.05,2376.36,418.04,1,Medium Risk
4754.98,633.0,1645.7,2177.99,580.17,0,Low Risk
5579.55,622.0,302.28,1714.04,349.68,0,Low Risk
4648.23,634.0,1771.82,1308.18,627.91,0,Low Risk
2880.75,700.0,1620.44,1910.13,630.94,1,Medium Risk
2052.62,673.0,1934.23,3016.01,349.66,2,High Risk
5496.62,724.0,828.69,2355.69,586.42,0,Low Risk
4443.96,681.0,1818.73,1671.16,461.75,0,Low Risk
2435.41,692.0,1311.05,2472.63,332.73,2,High Risk
3093.8,777.0,638.33,2294.99,558.65,1,Medium Risk
4615.7,661.0,428.9,1757.32,228.43,0,Low Risk
3928.51,632.0,513.81,1006.97,478.36,0,Low Risk
2112.75,661.0,1158.33,2587.25,299.8,2,High Risk
5219.66,648.0,2263.74,1831.12,329.86,0,Low Risk
4946.59,622.0,1138.92,1847.29,456.76,0,Low Risk
2973.34,700.0,1313.85,2676.45,795.14,2,High Risk
1789.65,591.0,593.72,2337.8,554.72,2,High Risk
5224.27,645.0,470.65,2231.63,424.75,0,Low Risk
5699.57,666.0,885.31,1389.66,505.08,0,Low Risk
2503.84,679.0,1265.36,2715.61,645.57,2,High Risk
3535.93,669.0,1308.04,1956.51,642.55,1,Medium Risk
3948.8,709.0,1395.35,1283.49,666.32,0,Low Risk
3410.99,780.0,1221.58,1206.58,613.14,0,Low Risk
4483.12,715.0,1366.47,2198.8,853.55,1,Medium Risk
3890.97,689.0,1283.41,2349.03,292.75,0,Low Risk
3813.72,733.0,1237.97,2268.94,854.01,1,Medium Risk
2321.86,682.0,802.27,2657.93,346.17,2,High Risk
4203.83,753.0,1721.19,2484.92,727.21,1,Medium Risk
3719.17,681.0,803.54,2493.51,533.56,1,Medium Risk
5121.67,619.0,1201.7,1861.58,621.55,0,Low Risk
3214.75,722.0,1353.34,2105.87,352.64,1,Medium Risk
3430.52,731.0,1717.28,1807.12,533.32,1,Medium Risk
4689.51,595.0,884.5,1690.71,345.49,0,Low Risk
2806.32,585.0,986.77,1971.24,461.79,1,Medium Risk
4840.18,622.0,992.18,1863.48,838.39,0,Low Risk
4240.52,727.0,1478.18,2010.91,812.38,1,Medium Risk
3016.46,708.0,1428.79,2030.54,538.07,1,Medium Risk
4012.15,669.0,567.55,2079.25,499.34,0,Low Risk
2791.51,688.0,1672.34,1501.37,810.0,1,Medium Risk
4442.01,754.0,336.38,2697.83,733.97,0,Low Risk
4349.07,665.0,1795.66,2926.05,345.98,1,Medium Risk
5034.77,669.0,1375.3,2350.99,631.48,0,Low Risk
4177.84,736.0,1066.96,2787.68,538.08,1,Medium Risk
3712.59,679.0,751.76,2527.91,614.34,1,Medium Risk
3947.15,710.0,562.63,1000.0,340.24,0,Low Risk
5115.83,678.0,1247.1,1498.16,251.33,0,Low Risk
3114.69,591.0,1499.07,1380.29,433.18,1,Medium Risk
3982.15,666.0,781.28,1286.58,154.93,0,Low Risk
4483.58,661.0,960.35,2178.74,431.81,0,Low Risk
4635.73,697.0,1245.56,2479.05,395.23,0,Low Risk
4328.95,643.0,591.82,2186.7,711.89,0,Low Risk
4441.11,755.0,958.08,2780.44,153.96,0,Low Risk
5737.31,736.0,1500.16,3254.64,697.76,0,Low Risk
3664.79,708.0,1753.52,2225.48,587.22,1,Medium Risk
4529.79,687.0,2172.11,1000.0,668.38,0,Low Risk
4457.4,637.0,935.89,1660.94,456.27,0,Low Risk
4351.16,728.0,364.3,2376.71,420.08,0,Low Risk
6901.39,655.0,1213.82,2104.47,608.77,0,Low Risk
2512.08,775.0,1973.01,2618.06,206.03,2,High Risk
3609.0,689.0,1298.06,1787.56,511.41,1,Medium Risk
1576.0,637.0,1870.47,2749.87,516.39,2,High Risk
4181.71,779.0,1190.2,2186.17,482.59,0,Low Risk
4370.16,694.0,810.05,2145.91,497.03,0,Low Risk
1452.07,731.0,1110.77,2291.49,338.17,2,High Risk
4763.56,695.0,969.88,2030.42,126.05,0,Low Risk
3194.54,687.0,451.76,1600.71,646.88,0,Low Risk
2609.38,716.0,625.05,2815.78,535.4,1,Medium Risk
5015.16,636.0,1752.12,1502.41,254.41,0,Low Risk
3989.19,655.0,1843.39,1888.61,360.17,1,Medium Risk
3782.33,713.0,1144.9,1205.72,412.2,0,Low Risk
3667.83,647.0,1592.85,2653.83,484.02,1,Medium Risk
3781.06,708.0,1687.68,1000.0,874.03,0,Low Risk
3550.09,587.0,943.14,2884.83,560.31,1,Medium Risk
5678.87,666.0,735.75,2263.45,444.42,0,Low Risk
3724.11,624.0,826.75,2235.1,474.19,1,Medium Risk
2710.11,676.0,1302.96,2706.82,527.81,2,High Risk
5157.45,701.0,1096.86,1686.46,675.76,0,Low Risk
5737.26,677.0,1000.29,2668.1,638.19,0,Low Risk
1858.09,623.0,1239.72,1739.83,208.69,1,Medium Risk
4997.38,655.0,636.95,2897.18,174.98,0,Low Risk
2854.16,730.0,1346.13,2737.48,670.63,2,High Risk
3782.21,750.0,935.81,2790.46,600.05,1,Medium Risk
3818.92,726.0,1542.16,3534.5,619.18,1,Medium Risk
2700.91,683.0,1219.09,2990.74,483.02,2,High Risk
3786.2,710.0,1417.56,1743.09,589.81,1,Medium Risk
3964.49,692.0,1131.61,2844.87,270.06,1,Medium Risk
2405.71,741.0,1571.02,2617.82,823.89,2,High Risk
2893.05,630.0,1698.36,1978.6,554.53,1,Medium Risk
2375.83,770.0,1840.75,2283.85,602.28,2,High Risk
3990.26,729.0,1462.86,1000.0,645.85,0,Low Risk
3284.09,736.0,1373.45,3370.79,850.61,2,High Risk
4354.88,689.0,1247.01,2753.24,336.67,1,Medium Risk
3645.58,746.0,1375.32,1876.21,779.02,1,Medium Risk
4728.44,755.0,1572.94,2583.3,289.86,0,Low Risk
6435.12,802.0,1690.72,2624.96,691.55,0,Low Risk
2835.33,578.0,1646.87,3108.26,319.4,2,High Risk
2709.73,706.0,407.91,2216.13,668.16,2,High Risk
3151.96,656.0,1549.68,1802.04,131.05,1,Medium Risk
4253.97,646.0,1007.35,2005.84,692.93,0,Low Risk
4101.23,680.0,618.07,2533.75,951.43,0,Low Risk
4410.45,689.0,1445.02,2362.86,544.12,0,Low Risk
3507.87,664.0,1815.33,2388.92,461.26,1,Medium Risk
4785.37,678.0,675.21,2042.11,380.52,0,Low Risk
4192.29,727.0,1655.62,1517.52,511.19,0,Low Risk
3911.17,721.0,1256.08,2212.8,505.98,1,Medium Risk
3862.71,687.0,2098.0,2246.71,457.18,1,Medium Risk
1997.54,630.0,748.41,3396.58,456.75,2,High Risk
4162.16,677.0,1055.29,2358.79,158.12,0,Low Risk
4234.68,715.0,2215.04,2005.38,532.01,1,Medium Risk
2087.6,761.0,1223.87,2384.62,628.15,2,High Risk
4006.74,678.0,1618.72,2894.44,47.1,1,Medium Risk
3680.45,660.0,1419.3,1995.76,762.98,1,Medium Risk
4300.36,652.0,1259.46,1484.24,695.22,0,Low Risk
4756.98,667.0,1326.26,2163.03,602.1,0,Low Risk
3122.86,621.0,1212.26,2395.42,570.52,1,Medium Risk
3723.09,695.0,1127.74,3467.09,677.64,2,High Risk
3630.66,663.0,1932.18,2087.13,686.64,1,Medium Risk
3319.73,699.0,1258.39,2106.79,840.65,1,Medium Risk
3395.53,734.0,622.98,2171.5,350.91,1,Medium Risk
4968.79,720.0,769.21,1287.39,496.38,0,Low Risk
3252.32,804.0,854.35,2060.34,625.32,1,Medium Risk
4627.55,667.0,1276.51,2305.76,511.37,0,Low Risk
4189.94,694.0,1688.33,2280.0,457.51,1,Medium Risk
4649.62,655.0,1426.2,2384.92,222.83,0,Low Risk
4597.41,720.0,1428.58,1490.51,661.53,0,Low Risk
5030.81,664.0,1236.95,2244.91,550.36,0,Low Risk
3419.44,721.0,1127.28,1418.2,579.69,1,Medium Risk
5537.14,650.0,1913.06,1085.07,506.1,0,Low Risk
1024.42,660.0,1113.34,1919.07,263.01,2,High Risk
2263.72,652.0,1103.58,2163.05,351.61,2,High Risk
3239.67,678.0,1254.39,1516.43,722.76,1,Medium Risk
6415.64,685.0,465.35,2639.27,625.52,0,Low Risk
3157.9,687.0,1092.38,3127.26,706.49,2,High Risk
3003.31,709.0,1887.49,1701.51,467.02,1,Medium Risk
4150.9,590.0,1148.66,1494.24,451.85,0,Low Risk
3547.88,587.0,779.73,1419.37,613.72,0,Low Risk
3048.19,642.0,1379.39,3397.72,313.26,1,Medium Risk
4650.06,617.0,1189.51,2388.92,470.11,0,Low Risk
4858.69,671.0,1071.98,1330.85,647.69,0,Low Risk
4883.15,674.0,1836.5,2353.55,358.38,0,Low Risk
5125.82,707.0,791.77,2164.34,419.58,0,Low Risk
5081.45,729.0,1526.15,1843.75,428.96,0,Low Risk
2919.48,657.0,994.71,3019.35,277.96,1,Medium Risk
6090.97,627.0,844.15,1626.65,388.33,0,Low Risk
2532.54,580.0,1632.85,1689.52,500.86,2,High Risk
3550.25,673.0,1338.92,2363.54,442.26,1,Medium Risk
3188.44,539.0,1662.84,1707.82,499.78,1,Medium Risk
4802.07,658.0,2006.15,2228.62,797.62,1,Medium Risk
3267.69,637.0,1177.72,1497.04,628.27,1,Medium Risk
4227.92,663.0,1443.93,2495.07,342.23,1,Medium Risk
3838.57,694.0,896.66,2396.69,417.09,0,Low Risk
3742.51,796.0,1504.94,1979.17,658.09,1,Medium Risk
4611.4,634.0,1399.46,2582.15,123.18,0,Low Risk
4930.42,573.0,1906.96,2534.18,160.07,1,Medium Risk
4209.37,676.0,300.0,2444.06,731.13,0,Low Risk
5678.31,771.0,757.71,1750.29,434.06,0,Low Risk
4659.99,628.0,789.66,2229.73,309.33,0,Low Risk
3971.76,621.0,1066.62,1880.56,233.1,0,Low Risk
3512.92,620.0,1150.84,2539.04,784.23,1,Medium Risk
2569.35,610.0,1666.78,1584.51,442.93,2,High Risk
4728.6,723.0,1058.97,1476.23,462.5,0,Low Risk
3983.19,710.0,853.99,3512.78,504.26,1,Medium Risk
4471.72,669.0,1260.0,2743.68,133.24,0,Low Risk
2926.23,706.0,1421.6,2614.63,590.05,1,Medium Risk
3367.67,644.0,946.44,2207.73,114.41,1,Medium Risk
3162.57,664.0,328.91,2635.55,553.23,1,Medium Risk
2652.02,560.0,1908.38,2170.59,533.87,1,Medium Risk
4567.52,694.0,1376.42,1904.77,311.83,0,Low Risk
3972.99,637.0,956.17,2386.09,492.63,1,Medium Risk
3767.92,734.0,1313.75,2473.28,642.29,1,Medium Risk
2962.46,708.0,1643.78,1715.5,433.31,1,Medium Risk
2711.24,537.0,557.3,2596.14,699.68,1,Medium Risk
3451.22,682.0,1375.44,1325.09,220.69,0,Low Risk
3584.44,683.0,1235.56,1257.64,609.59,0,Low Risk
3311.26,681.0,492.36,3378.95,676.19,1,Medium Risk
3722.17,673.0,1344.85,1780.53,349.02,0,Low Risk
2916.51,693.0,1142.59,2327.68,367.37,1,Medium Risk
3333.37,539.0,1014.64,2597.31,217.87,1,Medium Risk
4296.91,684.0,1810.51,2506.34,354.82,1,Medium Risk
4463.12,680.0,1522.59,2589.95,560.57,1,Medium Risk
4415.59,633.0,1314.2,2793.27,463.52,1,Medium Risk
3861.81,668.0,842.44,2156.66,586.51,0,Low Risk
5003.28,648.0,636.0,1000.0,440.51,0,Low Risk
2492.28,721.0,1288.7,2508.13,334.72,2,High Risk
5245.26,735.0,559.78,2313.39,452.21,0,Low Risk
5299.85,691.0,2128.15,2812.93,497.13,1,Medium Risk
2880.23,579.0,1131.94,3117.54,372.26,1,Medium Risk
3679.64,720.0,1461.53,1901.71,652.48,1,Medium Risk
3260.1,755.0,1377.67,2662.79,324.37,1,Medium Risk
3066.8,695.0,2165.92,2294.0,783.12,2,High Risk
3520.1,612.0,928.72,1000.0,644.55,0,Low Risk
4518.64,748.0,1193.93,1632.51,456.72,0,Low Risk
3663.34,698.0,2020.6,3557.41,275.41,1,Medium Risk
2980.47,636.0,1347.15,3010.9,320.36,1,Medium Risk
5058.21,764.0,903.52,2044.01,317.55,0,Low Risk
3490.4,711.0,1126.48,2526.49,845.24,1,Medium Risk
3854.83,682.0,1397.23,1570.03,200.59,0,Low Risk
4435.67,657.0,1687.74,1792.89,474.08,0,Low Risk
4918.09,764.0,300.0,1832.29,512.05,0,Low Risk
4045.61,677.0,1660.16,2185.61,695.85,1,Medium Risk
3964.43,631.0,1186.26,1702.61,177.7,0,Low Risk
5408.16,621.0,1819.46,1292.95,444.05,0,Low Risk
4214.73,736.0,1473.49,2262.28,728.23,1,Medium Risk
2854.76,796.0,1936.37,2605.57,768.8,1,Medium Risk
3529.0,647.0,1240.13,2367.49,676.86,1,Medium Risk
3584.76,706.0,1368.42,1729.53,440.92,0,Low Risk
5665.27,565.0,794.15,1000.0,164.85,0,Low Risk
3920.2,643.0,1147.76,2066.76,453.98,0,Low Risk
4079.33,655.0,1441.11,2898.22,527.88,1,Medium Risk
3499.44,742.0,1167.49,2905.27,387.72,1,Medium Risk
3933.54,737.0,1791.16,2959.4,151.32,1,Medium Risk
3297.83,700.0,793.52,3107.6,636.56,2,High Risk
4529.43,706.0,1395.53,2386.27,68.48,0,Low Risk
2276.96,791.0,1099.42,1924.56,668.93,2,High Risk
4342.3,615.0,1713.66,1873.48,280.95,0,Low Risk
6240.8,654.0,1127.04,2364.27,199.16,0,Low Risk
3929.97,652.0,1887.99,1968.6,141.18,1,Medium Risk
5446.46,615.0,865.5,2542.08,614.68,0,Low Risk
4347.23,692.0,921.1,2414.84,657.06,1,Medium Risk
3832.25,716.0,1348.0,1922.92,565.85,1,Medium Risk
5797.78,667.0,590.36,2434.2,713.38,0,Low Risk
4073.39,681.0,1151.11,1195.82,780.11,0,Low Risk
3912.01,734.0,1073.19,1840.05,526.83,0,Low Risk
4248.25,703.0,895.76,1375.65,12.72,0,Low Risk
3710.13,721.0,1453.74,1222.33,553.63,0,Low Risk
2931.65,675.0,1752.25,2834.94,562.91,2,High Risk
5599.06,618.0,990.14,1434.92,601.08,0,Low Risk
3705.7,789.0,829.53,1444.1,221.17,0,Low Risk
4101.62,667.0,1373.16,1333.24,558.04,0,Low Risk
3434.13,722.0,1385.04,3305.12,824.07,1,Medium Risk
3821.34,639.0,1012.63,1278.47,519.83,0,Low Risk
4501.68,611.0,1557.25,2881.34,243.94,1,Medium Risk
5011.45,692.0,948.65,1986.03,323.52,0,Low Risk
2076.37,669.0,1516.4,2008.17,593.65,2,High Risk
5559.53,661.0,1794.87,2471.55,307.87,0,Low Risk
3709.0,619.0,1008.4,2553.47,478.88,1,Medium Risk
3525.27,651.0,1787.33,1797.51,405.73,1,Medium Risk
3317.43,702.0,1134.3,2676.4,327.57,1,Medium Risk
5271.82,612.0,1106.8,3226.04,353.62,0,Low Risk
3770.87,672.0,1580.48,2067.94,243.91,1,Medium Risk
3183.88,685.0,1138.15,2902.08,1028.64,2,High Risk
3956.86,689.0,1434.2,1917.05,251.67,0,Low Risk
3912.13,733.0,843.97,1599.21,374.5,0,Low Risk
2979.88,672.0,1962.12,2763.88,413.18,1,Medium Risk
4295.84,623.0,960.41,3298.43,386.69,1,Medium Risk
4478.23,679.0,803.2,2121.86,312.8,0,Low Risk
4004.18,712.0,875.04,3523.85,544.49,1,Medium Risk
5004.97,658.0,1383.42,1382.04,324.84,0,Low Risk
5916.09,643.0,1300.04,2153.47,564.99,0,Low Risk
5002.47,589.0,1500.73,2595.3,402.82,0,Low Risk
4409.26,664.0,1350.12,1506.26,281.6,0,Low Risk
3521.95,563.0,1617.84,1578.83,168.97,1,Medium Risk
3124.4,656.0,1542.79,1926.62,649.13,1,Medium Risk
3560.32,700.0,2134.79,2931.72,316.84,1,Medium Risk
2004.18,717.0,1502.88,1839.64,392.57,2,High Risk
1771.53,668.0,1430.69,1941.55,201.75,2,High Risk
5684.85,728.0,953.17,2057.88,485.27,0,Low Risk
4393.54,688.0,1498.16,2114.79,197.56,0,Low Risk
3321.07,736.0,1205.7,2416.48,343.0,2,High Risk
4547.31,627.0,1143.93,2267.66,323.11,0,Low Risk
4869.11,693.0,926.08,2596.04,204.84,0,Low Risk
3299.52,664.0,992.51,2975.76,535.33,2,High Risk
4031.76,690.0,1112.62,2346.52,432.86,1,Medium Risk
2298.53,702.0,1354.94,2342.49,383.82,2,High Risk
4004.11,656.0,1688.1,2480.79,481.27,1,Medium Risk
3289.02,590.0,496.87,1747.67,622.87,1,Medium Risk
3254.07,690.0,1089.6,1856.42,617.58,1,Medium Risk
4641.13,665.0,2040.48,2488.67,304.53,1,Medium Risk
2692.53,609.0,779.85,1417.58,463.1,1,Medium Risk
4088.02,714.0,1806.6,2165.85,502.41,1,Medium Risk
3786.88,690.0,805.53,1810.46,630.46,0,Low Risk
4556.3,631.0,300.0,2861.36,402.64,0,Low Risk
3875.66,683.0,1519.9,1498.21,839.7,1,Medium Risk
4318.05,653.0,1587.7,2286.55,439.68,0,Low Risk
4622.04,721.0,1190.49,1957.16,511.89,0,Low Risk
2918.32,763.0,1269.83,1181.08,392.29,1,Medium Risk
4145.35,607.0,948.5,1767.29,635.18,0,Low Risk
4046.42,657.0,1015.79,1608.52,723.02,0,Low Risk
5797.88,600.0,1061.48,2625.18,0.0,0,Low Risk
3885.22,672.0,1030.49,1400.07,636.85,0,Low Risk
4127.99,598.0,1518.06,3282.96,631.61,1,Medium Risk
4349.43,666.0,573.25,2144.88,454.94,0,Low Risk
1815.35,646.0,1164.68,2495.72,390.39,2,High Risk
4126.46,706.0,1242.9,2227.36,645.25,1,Medium Risk
3889.21,724.0,1360.74,1529.19,529.17,1,Medium Risk
7037.92,619.0,1249.84,3387.77,786.05,0,Low Risk
3833.63,732.0,945.82,2619.04,233.27,1,Medium Risk
4963.11,650.0,1105.38,2440.51,512.96,0,Low Risk
3381.06,697.0,1095.73,2723.06,196.61,1,Medium Risk
4376.38,664.0,1630.88,2680.72,550.11,1,Medium Risk
3231.49,694.0,1144.06,3029.03,518.78,1,Medium Risk
3785.95,765.0,781.03,1000.0,259.85,0,Low Risk
3740.82,696.0,2377.12,2579.29,308.74,1,Medium Risk
4789.44,755.0,1609.14,1352.01,666.98,0,Low Risk
4786.41,679.0,581.95,2033.26,295.01,0,Low Risk
3519.82,634.0,1122.74,2354.07,527.76,1,Medium Risk
4156.47,778.0,1003.64,2925.91,124.61,1,Medium Risk
5573.58,614.0,968.16,1630.53,326.48,0,Low Risk
5032.97,747.0,1350.73,1560.92,347.4,0,Low Risk
5668.35,659.0,1543.15,3735.23,372.73,1,Medium Risk
3652.81,716.0,1011.85,2075.77,673.19,1,Medium Risk
2814.68,712.0,1138.18,1473.46,521.62,1,Medium Risk
4718.93,678.0,958.68,2049.9,259.8,0,Low Risk
3950.15,744.0,721.81,1393.77,597.76,0,Low Risk
4461.22,684.0,1222.68,2396.55,531.06,1,Medium Risk
4131.52,743.0,1819.51,1593.82,364.41,0,Low Risk
5339.73,727.0,1397.72,2084.72,459.09,0,Low Risk
2688.93,727.0,1039.85,2452.23,659.31,1,Medium Risk
7382.84,691.0,1382.94,3173.19,174.72,0,Low Risk
4086.68,640.0,896.93,1397.65,423.84,0,Low Risk
3008.4,641.0,932.26,1766.05,575.15,1,Medium Risk
3563.08,600.0,1302.28,1787.47,211.91,1,Medium Risk
3227.8,718.0,1653.5,2402.28,531.44,1,Medium Risk
4467.41,668.0,686.79,1736.9,554.37,0,Low Risk
3789.01,655.0,1081.37,1790.14,428.48,0,Low Risk
3769.57,749.0,1323.22,2624.53,549.86,1,Medium Risk
4873.11,557.0,777.64,2042.52,477.07,0,Low Risk
3713.15,709.0,805.59,1649.15,791.73,0,Low Risk
4952.95,748.0,1214.33,2149.26,378.73,0,Low Risk
3680.05,718.0,832.71,2082.58,552.86,1,Medium Risk
4676.76,739.0,1284.21,1499.3,577.82,0,Low Risk
4482.67,615.0,1238.61,1870.53,514.88,0,Low Risk
3508.02,687.0,1143.7,3094.33,502.46,1,Medium Risk
3705.5,696.0,1372.15,1923.77,458.16,0,Low Risk
4442.6,652.0,646.58,3124.05,952.07,1,Medium Risk
2642.24,653.0,1172.69,2270.21,332.49,2,High Risk
5292.79,648.0,863.2,2529.05,496.26,0,Low Risk
4606.56,674.0,1274.18,1831.89,626.58,0,Low Risk
4695.16,653.0,1876.51,2604.25,0.0,0,Low Risk
3652.14,684.0,952.61,3244.5,792.86,1,Medium Risk
5359.27,716.0,731.04,2032.03,297.27,0,Low Risk
3152.73,726.0,782.48,2329.92,265.32,1,Medium Risk
3305.34,671.0,1456.45,2410.84,237.07,1,Medium Risk
5027.11,688.0,1318.21,2616.53,330.35,0,Low Risk
3322.21,637.0,1611.63,2678.66,728.83,1,Medium Risk
2223.1,693.0,1685.53,1420.16,171.35,1,Medium Risk
4412.3,682.0,574.99,1741.92,534.73,0,Low Risk
3766.28,721.0,1161.89,2884.35,497.03,1,Medium Risk
5169.94,742.0,616.8,2025.34,661.37,0,Low Risk
4286.53,766.0,1681.75,1408.31,0.0,0,Low Risk
3633.32,626.0,1718.6,2140.62,266.13,1,Medium Risk
4867.21,641.0,1366.28,1912.13,269.4,0,Low Risk
4654.78,656.0,1033.92,1000.0,454.74,0,Low Risk
4963.54,652.0,795.05,1305.15,679.86,0,Low Risk
4175.64,682.0,1305.12,2185.63,492.24,1,Medium Risk
6036.64,766.0,907.18,1000.0,212.44,0,Low Risk
2021.44,706.0,1726.27,2056.03,529.77,2,High Risk
3248.45,645.0,1326.8,2542.38,572.56,1,Medium Risk
3947.11,606.0,1326.35,1933.5,451.65,0,Low Risk
2604.03,713.0,918.69,1898.95,218.14,1,Medium Risk
3056.74,733.0,1325.17,2123.93,778.0,1,Medium Risk
3520.91,699.0,684.71,1704.73,566.36,1,Medium Risk
4239.94,661.0,1812.84,2573.4,273.14,1,Medium Risk
5403.29,774.0,1039.54,2026.05,705.39,0,Low Risk
4476.68,702.0,1346.97,2022.37,388.93,0,Low Risk
3633.98,668.0,1492.58,2414.06,0.0,1,Medium Risk
5324.06,721.0,1424.81,1301.48,385.69,0,Low Risk
5477.33,712.0,1018.0,2998.03,897.68,0,Low Risk
6014.58,730.0,1046.03,3317.12,353.94,0,Low Risk
5965.66,687.0,1309.0,3327.72,316.28,0,Low Risk
4344.08,693.0,1074.34,1522.24,388.6,0,Low Risk
4088.17,609.0,1686.29,1503.7,284.23,0,Low Risk
4565.25,715.0,768.22,2152.34,629.89,0,Low Risk
5054.55,634.0,1801.56,2618.71,473.92,0,Low Risk
2960.12,716.0,1099.73,2768.86,738.79,2,High Risk
5119.62,701.0,1838.38,2791.94,788.11,1,Medium Risk
4624.19,662.0,825.84,2056.17,493.62,0,Low Risk
3027.25,789.0,634.21,1929.83,450.17,1,Medium Risk
3046.87,677.0,1359.5,2362.46,812.07,2,High Risk
2778.19,720.0,1359.99,1852.62,640.1,1,Medium Risk
5313.46,761.0,1682.46,3071.28,385.14,0,Low Risk
2899.28,686.0,1186.89,1332.57,482.54,1,Medium Risk
1698.62,674.0,1208.95,1250.95,524.4,1,Medium Risk
4100.48,745.0,300.0,2604.21,417.58,0,Low Risk
4580.83,773.0,1162.53,1911.25,545.69,0,Low Risk
3372.74,747.0,1528.9,2052.95,753.01,1,Medium Risk
5700.56,666.0,1687.84,2699.42,398.34,0,Low Risk
3484.62,727.0,1659.52,2826.34,468.64,1,Medium Risk
5903.16,729.0,961.07,2607.33,415.01,0,Low Risk
5181.98,673.0,1239.92,2794.96,523.82,0,Low Risk
6712.01,738.0,1607.09,2530.5,400.17,0,Low Risk
2743.5,718.0,1018.42,1722.86,312.33,1,Medium Risk
4796.91,674.0,1986.16,2213.04,627.72,1,Medium Risk
4268.52,580.0,1229.73,1928.92,422.13,0,Low Risk
5117.31,672.0,1944.15,2387.15,666.53,1,Medium Risk
4105.57,698.0,702.63,2615.95,490.37,0,Low Risk
4602.11,720.0,1642.09,1253.46,701.75,0,Low Risk
3902.73,655.0,1003.65,1698.15,369.75,0,Low Risk
4895.09,714.0,459.63,1693.9,450.26,0,Low Risk
4061.25,673.0,490.45,2866.68,375.48,0,Low Risk
3617.52,820.0,1308.24,2203.31,383.37,1,Medium Risk
4172.12,632.0,1042.82,2193.91,513.69,0,Low Risk
4209.95,636.0,1550.14,2882.91,746.55,1,Medium Risk
4454.33,630.0,1416.99,1360.5,647.48,0,Low Risk
3561.18,605.0,802.56,2538.2,441.87,1,Medium Risk
3750.76,665.0,1325.88,2190.62,415.56,1,Medium Risk
3769.06,614.0,1455.23,2838.84,492.02,1,Medium Risk
3108.18,755.0,1127.31,1570.88,227.6,1,Medium Risk
3192.26,685.0,1246.56,1076.34,513.13,1,Medium Risk
6802.41,657.0,1281.81,2246.1,606.92,0,Low Risk
5017.84,682.0,1252.92,2076.11,482.81,0,Low Risk
3117.18,674.0,1476.23,2316.03,624.03,1,Medium Risk
3232.93,663.0,881.98,2076.37,313.98,1,Medium Risk
4316.14,639.0,1332.18,2791.19,495.1,1,Medium Risk
3198.29,734.0,369.75,2602.84,648.9,1,Medium Risk
4830.77,675.0,1498.59,2194.55,282.24,0,Low Risk
4387.06,742.0,1651.83,2642.72,267.76,1,Medium Risk
2299.83,740.0,1349.08,1815.15,699.82,2,High Risk
4335.41,671.0,1696.48,2888.68,592.32,1,Medium Risk
4116.08,657.0,1043.64,2047.76,822.21,0,Low Risk
3380.05,655.0,1059.82,2706.53,396.28,1,Medium Risk
3475.1,704.0,1014.69,1000.0,144.86,0,Low Risk
3874.11,576.0,784.48,2333.41,779.48,1,Medium Risk
4511.12,684.0,1335.47,2044.63,586.1,0,Low Risk
4760.28,632.0,1535.29,2850.31,682.25,1,Medium Risk
6003.35,712.0,1818.81,2276.75,342.13,0,Low Risk
6748.16,622.0,1195.3,2437.41,416.16,0,Low Risk
3590.36,785.0,1275.59,2192.51,0.0,1,Medium Risk
4044.55,733.0,1406.48,2380.43,851.84,1,Medium Risk
3317.78,664.0,1824.75,2164.82,397.4,1,Medium Risk
3829.03,747.0,959.2,1744.86,83.77,0,Low Risk
